Gene.symbol,adj.P.Val,negLog
KLHDC10,1.03E-01,0.987162775
LINC00152,1.03E-01,0.987162775
LOC286083,1.03E-01,0.987162775
LOC541473,1.03E-01,0.987162775
MIR519B,1.03E-01,0.987162775
MIR625,1.03E-01,0.987162775
NAA20,1.03E-01,0.987162775
PLEKHH2,1.03E-01,0.987162775
PML,1.03E-01,0.987162775
RNF165,1.03E-01,0.987162775
RNU4ATAC,1.03E-01,0.987162775
RPRD1A,1.03E-01,0.987162775
SCN11A,1.03E-01,0.987162775
SLC25A15,1.03E-01,0.987162775
SLC25A29,1.03E-01,0.987162775
TTPAL,1.03E-01,0.987162775
UBE2D1,1.03E-01,0.987162775
UCK1,1.03E-01,0.987162775
ZMYM6,1.03E-01,0.987162775
ZNF75A,1.03E-01,0.987162775
ZZZ3,1.03E-01,0.987162775
AADAT,1.04E-01,0.982966661
ACOT7,1.04E-01,0.982966661
ADAMTS6,1.04E-01,0.982966661
ALDOA,1.04E-01,0.982966661
ARHGAP24,1.04E-01,0.982966661
ASPH,1.04E-01,0.982966661
ASZ1,1.04E-01,0.982966661
ATP13A1,1.04E-01,0.982966661
AVEN,1.04E-01,0.982966661
C14orf37,1.04E-01,0.982966661
CBR3,1.04E-01,0.982966661
CYP11B1,1.04E-01,0.982966661
DEFB106B,1.04E-01,0.982966661
F8A3,1.04E-01,0.982966661
FAM131B,1.04E-01,0.982966661
FAM231C,1.04E-01,0.982966661
FAM71E2,1.04E-01,0.982966661
FAM86B3P,1.04E-01,0.982966661
FBXL22,1.04E-01,0.982966661
FPGT,1.04E-01,0.982966661
GAGE5,1.04E-01,0.982966661
GOLGA6L9,1.04E-01,0.982966661
KHDRBS3,1.04E-01,0.982966661
KLRC4,1.04E-01,0.982966661
LRRC43,1.04E-01,0.982966661
LRRC8A,1.04E-01,0.982966661
MGAT5,1.04E-01,0.982966661
MIR130B,1.04E-01,0.982966661
MIR498,1.04E-01,0.982966661
MIR503,1.04E-01,0.982966661
MIR556,1.04E-01,0.982966661
MOV10L1,1.04E-01,0.982966661
MTFMT,1.04E-01,0.982966661
MTX3,1.04E-01,0.982966661
NUDT4,1.04E-01,0.982966661
PCDHAC2,1.04E-01,0.982966661
PHF5A,1.04E-01,0.982966661
PHOX2A,1.04E-01,0.982966661
PTK2B,1.04E-01,0.982966661
RBP5,1.04E-01,0.982966661
RPA4,1.04E-01,0.982966661
SAMD7,1.04E-01,0.982966661
SCAPER,1.04E-01,0.982966661
SIRT2,1.04E-01,0.982966661
SLC22A4,1.04E-01,0.982966661
STK24,1.04E-01,0.982966661
TEX261,1.04E-01,0.982966661
TRIM52,1.04E-01,0.982966661
ZCCHC5,1.04E-01,0.982966661
ZNF627,1.04E-01,0.982966661
ACTL7B,1.05E-01,0.978810701
AKAP14,1.05E-01,0.978810701
AKT3,1.05E-01,0.978810701
ANKHD1-EIF4EBP3,1.05E-01,0.978810701
ATAD3B,1.05E-01,0.978810701
BPIFB4,1.05E-01,0.978810701
CFAP43,1.05E-01,0.978810701
CREB1,1.05E-01,0.978810701
CYP4F3,1.05E-01,0.978810701
FBXL2,1.05E-01,0.978810701
FKBP1A,1.05E-01,0.978810701
FZD5,1.05E-01,0.978810701
GALNS,1.05E-01,0.978810701
HARBI1,1.05E-01,0.978810701
IL21R,1.05E-01,0.978810701
LIG4,1.05E-01,0.978810701
LINC01412,1.05E-01,0.978810701
LRRC14,1.05E-01,0.978810701
LY6D,1.05E-01,0.978810701
MALT1,1.05E-01,0.978810701
MAPK11,1.05E-01,0.978810701
MIR181A1,1.05E-01,0.978810701
MYO15B,1.05E-01,0.978810701
NCK1,1.05E-01,0.978810701
OR4F15,1.05E-01,0.978810701
OR52I1,1.05E-01,0.978810701
PLEKHG5,1.05E-01,0.978810701
PPFIA1,1.05E-01,0.978810701
PTOV1-AS1,1.05E-01,0.978810701
RANBP3,1.05E-01,0.978810701
RNU11,1.05E-01,0.978810701
SEMA4D,1.05E-01,0.978810701
SNORA16B,1.05E-01,0.978810701
SPTSSB,1.05E-01,0.978810701
TAOK3,1.05E-01,0.978810701
TJP2,1.05E-01,0.978810701
TMEM115,1.05E-01,0.978810701
TMPRSS11D,1.05E-01,0.978810701
USP8,1.05E-01,0.978810701
WIPF1,1.05E-01,0.978810701
WNT2B,1.05E-01,0.978810701
ZNF280B,1.05E-01,0.978810701
ZNF705G,1.05E-01,0.978810701
ALKBH2,1.06E-01,0.974694135
APOPT1,1.06E-01,0.974694135
C10orf11,1.06E-01,0.974694135
C1orf174,1.06E-01,0.974694135
CAPNS1,1.06E-01,0.974694135
CCDC18,1.06E-01,0.974694135
CD3E,1.06E-01,0.974694135
CHPT1,1.06E-01,0.974694135
CNOT6L,1.06E-01,0.974694135
CPVL,1.06E-01,0.974694135
CTNNB1,1.06E-01,0.974694135
DOCK7,1.06E-01,0.974694135
DPAGT1,1.06E-01,0.974694135
FEM1C,1.06E-01,0.974694135
FGF14-AS2,1.06E-01,0.974694135
GPM6B,1.06E-01,0.974694135
HMHA1,1.06E-01,0.974694135
KCNH6,1.06E-01,0.974694135
KIF23,1.06E-01,0.974694135
LCE2C,1.06E-01,0.974694135
MBP,1.06E-01,0.974694135
MICALL2,1.06E-01,0.974694135
NEDD8,1.06E-01,0.974694135
NR2C1,1.06E-01,0.974694135
PCDH9,1.06E-01,0.974694135
PHOSPHO1,1.06E-01,0.974694135
PPA1,1.06E-01,0.974694135
PTCH1,1.06E-01,0.974694135
PTPRA,1.06E-01,0.974694135
PURA,1.06E-01,0.974694135
RETNLB,1.06E-01,0.974694135
RNF216,1.06E-01,0.974694135
SASS6,1.06E-01,0.974694135
SHMT1,1.06E-01,0.974694135
SSRP1,1.06E-01,0.974694135
TAF15,1.06E-01,0.974694135
TGIF2,1.06E-01,0.974694135
TIMM17B,1.06E-01,0.974694135
ZNF808,1.06E-01,0.974694135
ZNF815P,1.06E-01,0.974694135
ADAM18,1.07E-01,0.970616222
CD84,1.07E-01,0.970616222
DCUN1D5,1.07E-01,0.970616222
GPR149,1.07E-01,0.970616222
IER5,1.07E-01,0.970616222
IP6K1,1.07E-01,0.970616222
IQCC,1.07E-01,0.970616222
LEPREL2,1.07E-01,0.970616222
OR4A16,1.07E-01,0.970616222
PCNXL4,1.07E-01,0.970616222
PRCD,1.07E-01,0.970616222
RTN4RL2,1.07E-01,0.970616222
SNRPA1,1.07E-01,0.970616222
SP100,1.07E-01,0.970616222
TFPI,1.07E-01,0.970616222
TMBIM4,1.07E-01,0.970616222
ZNF106,1.07E-01,0.970616222
AGL,1.08E-01,0.966576245
BNIP1,1.08E-01,0.966576245
CHD6,1.08E-01,0.966576245
DOCK11,1.08E-01,0.966576245
FAM153A,1.08E-01,0.966576245
FAM200A,1.08E-01,0.966576245
GAREM,1.08E-01,0.966576245
KRT86,1.08E-01,0.966576245
LILRB2,1.08E-01,0.966576245
LINC01184,1.08E-01,0.966576245
MMP23B,1.08E-01,0.966576245
NBPF15,1.08E-01,0.966576245
OR5K4,1.08E-01,0.966576245
PHKB,1.08E-01,0.966576245
PLEKHA2,1.08E-01,0.966576245
PLEKHO1,1.08E-01,0.966576245
PRAME,1.08E-01,0.966576245
PRB2,1.08E-01,0.966576245
RGS10,1.08E-01,0.966576245
RIC8A,1.08E-01,0.966576245
RN7SK,1.08E-01,0.966576245
SAE1,1.08E-01,0.966576245
SEMA6A,1.08E-01,0.966576245
SF3B1,1.08E-01,0.966576245
TCHHL1,1.08E-01,0.966576245
TGFB3,1.08E-01,0.966576245
TGFBR3L,1.08E-01,0.966576245
TMPRSS15,1.08E-01,0.966576245
TSPY2,1.08E-01,0.966576245
ZCCHC17,1.08E-01,0.966576245
ZHX2,1.08E-01,0.966576245
ZNF483,1.08E-01,0.966576245
AKTIP,1.09E-01,0.962573502
ANKRD22,1.09E-01,0.962573502
ARMCX2,1.09E-01,0.962573502
C4orf3,1.09E-01,0.962573502
CARD14,1.09E-01,0.962573502
CASP7,1.09E-01,0.962573502
CCDC91,1.09E-01,0.962573502
CCSER2,1.09E-01,0.962573502
CLCA1,1.09E-01,0.962573502
DVL2,1.09E-01,0.962573502
ENOPH1,1.09E-01,0.962573502
EXOC1,1.09E-01,0.962573502
EYA4,1.09E-01,0.962573502
FSCB,1.09E-01,0.962573502
FSCN2,1.09E-01,0.962573502
GLTP,1.09E-01,0.962573502
HLA-A,1.09E-01,0.962573502
HNRNPA1P10,1.09E-01,0.962573502
IFNL2,1.09E-01,0.962573502
KIF2B,1.09E-01,0.962573502
MED13,1.09E-01,0.962573502
MMGT1,1.09E-01,0.962573502
NEDD9,1.09E-01,0.962573502
OR51B2,1.09E-01,0.962573502
ORC5,1.09E-01,0.962573502
PJA1,1.09E-01,0.962573502
PRG2,1.09E-01,0.962573502
RCOR2,1.09E-01,0.962573502
RPN2,1.09E-01,0.962573502
RPS6KA3,1.09E-01,0.962573502
RYR3,1.09E-01,0.962573502
SHROOM2,1.09E-01,0.962573502
SNN,1.09E-01,0.962573502
SYNJ2BP,1.09E-01,0.962573502
TCF23,1.09E-01,0.962573502
TRPC6,1.09E-01,0.962573502
UCN,1.09E-01,0.962573502
WDR20,1.09E-01,0.962573502
XRN2,1.09E-01,0.962573502
ASB16,1.10E-01,0.958607315
BATF3,1.10E-01,0.958607315
C14orf159,1.10E-01,0.958607315
C9orf156,1.10E-01,0.958607315
CD81,1.10E-01,0.958607315
CRELD1,1.10E-01,0.958607315
CSN3,1.10E-01,0.958607315
DEFB114,1.10E-01,0.958607315
FAM136A,1.10E-01,0.958607315
FKTN,1.10E-01,0.958607315
GAS2L1P2,1.10E-01,0.958607315
IFNL1,1.10E-01,0.958607315
KCNK9,1.10E-01,0.958607315
LAMB3,1.10E-01,0.958607315
LINC00087,1.10E-01,0.958607315
NARFL,1.10E-01,0.958607315
NEK3,1.10E-01,0.958607315
NR2E3,1.10E-01,0.958607315
NUS1,1.10E-01,0.958607315
PPME1,1.10E-01,0.958607315
PTTG1,1.10E-01,0.958607315
RNF208,1.10E-01,0.958607315
RNF31,1.10E-01,0.958607315
RPAIN,1.10E-01,0.958607315
SH3BGRL2,1.10E-01,0.958607315
SNORD36A,1.10E-01,0.958607315
SPO11,1.10E-01,0.958607315
SULF2,1.10E-01,0.958607315
SYT11,1.10E-01,0.958607315
TMEM143,1.10E-01,0.958607315
TRIML1,1.10E-01,0.958607315
UBE2D3,1.10E-01,0.958607315
USP48,1.10E-01,0.958607315
ZFP92,1.10E-01,0.958607315
CALD1,1.11E-01,0.954677021
CAPS2,1.11E-01,0.954677021
CBR4,1.11E-01,0.954677021
CHAF1B,1.11E-01,0.954677021
DCLK1,1.11E-01,0.954677021
DDX20,1.11E-01,0.954677021
DEPDC7,1.11E-01,0.954677021
DNAJB12,1.11E-01,0.954677021
FAM115A,1.11E-01,0.954677021
FAM168B,1.11E-01,0.954677021
GOLGA7B,1.11E-01,0.954677021
IL23R,1.11E-01,0.954677021
LYZL2,1.11E-01,0.954677021
MAPK1,1.11E-01,0.954677021
MAPK8IP3,1.11E-01,0.954677021
MAST1,1.11E-01,0.954677021
MRPL9,1.11E-01,0.954677021
NAT8L,1.11E-01,0.954677021
PGAP2,1.11E-01,0.954677021
PTPDC1,1.11E-01,0.954677021
PYDC1,1.11E-01,0.954677021
RASSF1,1.11E-01,0.954677021
RNF8,1.11E-01,0.954677021
SLC8A1,1.11E-01,0.954677021
SMC2,1.11E-01,0.954677021
TOB1,1.11E-01,0.954677021
AKAP17A,1.12E-01,0.950781977
ALDH1B1,1.12E-01,0.950781977
AMER2,1.12E-01,0.950781977
ANKRD30BL,1.12E-01,0.950781977
BRWD1,1.12E-01,0.950781977
C19orf81,1.12E-01,0.950781977
CAPNS2,1.12E-01,0.950781977
CYFIP1,1.12E-01,0.950781977
DBI,1.12E-01,0.950781977
DUSP18,1.12E-01,0.950781977
E2F2,1.12E-01,0.950781977
EEF1D,1.12E-01,0.950781977
EMC3,1.12E-01,0.950781977
ENTPD6,1.12E-01,0.950781977
FBXL18,1.12E-01,0.950781977
GAB2,1.12E-01,0.950781977
GABRB2,1.12E-01,0.950781977
GALNT12,1.12E-01,0.950781977
GPR173,1.12E-01,0.950781977
HLA-F,1.12E-01,0.950781977
HMBS,1.12E-01,0.950781977
IP6K1,1.12E-01,0.950781977
KDM1B,1.12E-01,0.950781977
LGR6,1.12E-01,0.950781977
LOC100129083,1.12E-01,0.950781977
LRRC25,1.12E-01,0.950781977
LRRC3,1.12E-01,0.950781977
MUC7,1.12E-01,0.950781977
NDUFA13,1.12E-01,0.950781977
PDE7B,1.12E-01,0.950781977
PI4KA,1.12E-01,0.950781977
PRKAR2A,1.12E-01,0.950781977
PROSC,1.12E-01,0.950781977
PRSS36,1.12E-01,0.950781977
RAB5B,1.12E-01,0.950781977
RHBDF2,1.12E-01,0.950781977
SERPINB8,1.12E-01,0.950781977
SNCA,1.12E-01,0.950781977
TBCE,1.12E-01,0.950781977
TMEFF2,1.12E-01,0.950781977
UBL7,1.12E-01,0.950781977
ANKRD20A8P,1.13E-01,0.946921557
APOL4,1.13E-01,0.946921557
ARHGEF19,1.13E-01,0.946921557
ATP2B1,1.13E-01,0.946921557
BMPR1B,1.13E-01,0.946921557
C20orf141,1.13E-01,0.946921557
C9orf66,1.13E-01,0.946921557
CCNDBP1,1.13E-01,0.946921557
CDK20,1.13E-01,0.946921557
CENPN,1.13E-01,0.946921557
FAM73A,1.13E-01,0.946921557
HEYL,1.13E-01,0.946921557
IDUA,1.13E-01,0.946921557
LINC00652,1.13E-01,0.946921557
MIR1272,1.13E-01,0.946921557
MYO5B,1.13E-01,0.946921557
MYOF,1.13E-01,0.946921557
NMNAT2,1.13E-01,0.946921557
NUBPL,1.13E-01,0.946921557
NUDT10,1.13E-01,0.946921557
OR11H12,1.13E-01,0.946921557
PCIF1,1.13E-01,0.946921557
PIPSL,1.13E-01,0.946921557
PPP2R4,1.13E-01,0.946921557
PTPRD,1.13E-01,0.946921557
RNF126,1.13E-01,0.946921557
SBNO1,1.13E-01,0.946921557
SERPINB12,1.13E-01,0.946921557
SIGLEC8,1.13E-01,0.946921557
SLC26A4-AS1,1.13E-01,0.946921557
SYT10,1.13E-01,0.946921557
TGIF1,1.13E-01,0.946921557
TMEM74,1.13E-01,0.946921557
WTAP,1.13E-01,0.946921557
ZBED9,1.13E-01,0.946921557
AGL,1.14E-01,0.943095149
AMZ2,1.14E-01,0.943095149
APTX,1.14E-01,0.943095149
C4orf46,1.14E-01,0.943095149
CAMSAP1,1.14E-01,0.943095149
CD101,1.14E-01,0.943095149
CFHR3,1.14E-01,0.943095149
CLIC3,1.14E-01,0.943095149
CMIP,1.14E-01,0.943095149
CNPY2,1.14E-01,0.943095149
CYP51A1,1.14E-01,0.943095149
GIMAP5,1.14E-01,0.943095149
GIN1,1.14E-01,0.943095149
GKN2,1.14E-01,0.943095149
GSG1L,1.14E-01,0.943095149
IFT57,1.14E-01,0.943095149
IQGAP1,1.14E-01,0.943095149
KRTAP10-1,1.14E-01,0.943095149
LOC284648,1.14E-01,0.943095149
LTBP3,1.14E-01,0.943095149
NCAPG,1.14E-01,0.943095149
NCF1B,1.14E-01,0.943095149
NKAIN2,1.14E-01,0.943095149
OR1L4,1.14E-01,0.943095149
OR6C4,1.14E-01,0.943095149
P4HA1,1.14E-01,0.943095149
PCK2,1.14E-01,0.943095149
PHF20L1,1.14E-01,0.943095149
RPL27,1.14E-01,0.943095149
SLC16A9,1.14E-01,0.943095149
SNORA27,1.14E-01,0.943095149
SPATA4,1.14E-01,0.943095149
STK26,1.14E-01,0.943095149
TMEM232,1.14E-01,0.943095149
UAP1L1,1.14E-01,0.943095149
USP1,1.14E-01,0.943095149
WDFY2,1.14E-01,0.943095149
ZNF778,1.14E-01,0.943095149
ZNF845,1.14E-01,0.943095149
AKT3,1.15E-01,0.93930216
ANKRD10,1.15E-01,0.93930216
ANKRD13D,1.15E-01,0.93930216
BID,1.15E-01,0.93930216
CCDC170,1.15E-01,0.93930216
CDSN,1.15E-01,0.93930216
CIB2,1.15E-01,0.93930216
CUL4B,1.15E-01,0.93930216
CYP4B1,1.15E-01,0.93930216
FOXP2,1.15E-01,0.93930216
GPATCH2L,1.15E-01,0.93930216
H6PD,1.15E-01,0.93930216
IMPDH2,1.15E-01,0.93930216
KLC4,1.15E-01,0.93930216
KLRC1,1.15E-01,0.93930216
KRT6B,1.15E-01,0.93930216
LAT2,1.15E-01,0.93930216
LINC00469,1.15E-01,0.93930216
MFNG,1.15E-01,0.93930216
MIR361,1.15E-01,0.93930216
MIR637,1.15E-01,0.93930216
PIK3R3,1.15E-01,0.93930216
PRMT6,1.15E-01,0.93930216
RGS7BP,1.15E-01,0.93930216
SFTPB,1.15E-01,0.93930216
SIX2,1.15E-01,0.93930216
SLC25A20,1.15E-01,0.93930216
SLC9A2,1.15E-01,0.93930216
SPRY4,1.15E-01,0.93930216
TMCO3,1.15E-01,0.93930216
TMEM230,1.15E-01,0.93930216
TNC,1.15E-01,0.93930216
TOR1B,1.15E-01,0.93930216
TPST2,1.15E-01,0.93930216
TSG1,1.15E-01,0.93930216
UBALD2,1.15E-01,0.93930216
ZMYM6NB,1.15E-01,0.93930216
ZNF479,1.15E-01,0.93930216
ZNF716,1.15E-01,0.93930216
ADCK2,1.16E-01,0.935542011
AOC4P,1.16E-01,0.935542011
ARX,1.16E-01,0.935542011
ASAP3,1.16E-01,0.935542011
ATP8A2,1.16E-01,0.935542011
C10orf12,1.16E-01,0.935542011
CAMK1D,1.16E-01,0.935542011
CCDC47,1.16E-01,0.935542011
CLEC4GP1,1.16E-01,0.935542011
CNBP,1.16E-01,0.935542011
CTSG,1.16E-01,0.935542011
CYLD,1.16E-01,0.935542011
DHDH,1.16E-01,0.935542011
DNMT1,1.16E-01,0.935542011
EIF2A,1.16E-01,0.935542011
FCGR3B,1.16E-01,0.935542011
GPD1L,1.16E-01,0.935542011
HBP1,1.16E-01,0.935542011
ITPA,1.16E-01,0.935542011
KLHL13,1.16E-01,0.935542011
LINC00494,1.16E-01,0.935542011
LOC340357,1.16E-01,0.935542011
LOC344967,1.16E-01,0.935542011
LRRC26,1.16E-01,0.935542011
LRRC36,1.16E-01,0.935542011
MIR153-1,1.16E-01,0.935542011
MSH2,1.16E-01,0.935542011
MUM1L1,1.16E-01,0.935542011
OR5K1,1.16E-01,0.935542011
PDSS2,1.16E-01,0.935542011
PLCXD3,1.16E-01,0.935542011
PMS2CL,1.16E-01,0.935542011
RNF41,1.16E-01,0.935542011
SDC1,1.16E-01,0.935542011
SEPSECS,1.16E-01,0.935542011
SFXN1,1.16E-01,0.935542011
SMARCD1,1.16E-01,0.935542011
SNX30,1.16E-01,0.935542011
SYTL5,1.16E-01,0.935542011
TBC1D20,1.16E-01,0.935542011
TRIOBP,1.16E-01,0.935542011
VPS11,1.16E-01,0.935542011
WWP1,1.16E-01,0.935542011
XPC,1.16E-01,0.935542011
ZC3HC1,1.16E-01,0.935542011
C17orf70,1.17E-01,0.931814138
C1orf94,1.17E-01,0.931814138
CCBE1,1.17E-01,0.931814138
CCNL2,1.17E-01,0.931814138
CD97,1.17E-01,0.931814138
CPSF4,1.17E-01,0.931814138
EIF3IP1,1.17E-01,0.931814138
ERBB2IP,1.17E-01,0.931814138
FBXO48,1.17E-01,0.931814138
FOXR2,1.17E-01,0.931814138
GPR183,1.17E-01,0.931814138
HNRNPA2B1,1.17E-01,0.931814138
HNRNPH3,1.17E-01,0.931814138
KAT5,1.17E-01,0.931814138
KRTAP9-9,1.17E-01,0.931814138
LOC101929034,1.17E-01,0.931814138
MED7,1.17E-01,0.931814138
PCDHA3,1.17E-01,0.931814138
PDGFRB,1.17E-01,0.931814138
PPP2R2B,1.17E-01,0.931814138
R3HDM2,1.17E-01,0.931814138
RPS9,1.17E-01,0.931814138
SPSB4,1.17E-01,0.931814138
TMEM257,1.17E-01,0.931814138
TUBGCP6,1.17E-01,0.931814138
ADAM32,1.18E-01,0.928117993
AGTPBP1,1.18E-01,0.928117993
C12orf49,1.18E-01,0.928117993
CDC34,1.18E-01,0.928117993
CYP2B6,1.18E-01,0.928117993
DNAJB12,1.18E-01,0.928117993
DPP3,1.18E-01,0.928117993
GCC2,1.18E-01,0.928117993
GGTLC1,1.18E-01,0.928117993
GIMAP7,1.18E-01,0.928117993
GPR64,1.18E-01,0.928117993
HOXA2,1.18E-01,0.928117993
IAH1,1.18E-01,0.928117993
KIF22,1.18E-01,0.928117993
MAPK4,1.18E-01,0.928117993
MGAT5B,1.18E-01,0.928117993
NSUN7,1.18E-01,0.928117993
NUDCD2,1.18E-01,0.928117993
NXPE4,1.18E-01,0.928117993
PLA2G15,1.18E-01,0.928117993
POGLUT1,1.18E-01,0.928117993
RNASET2,1.18E-01,0.928117993
RPL5,1.18E-01,0.928117993
SNORA29,1.18E-01,0.928117993
SPATA2L,1.18E-01,0.928117993
SSX5,1.18E-01,0.928117993
TFAP2B,1.18E-01,0.928117993
TUBB,1.18E-01,0.928117993
USP46,1.18E-01,0.928117993
ADCK4,1.19E-01,0.924453039
C10orf55,1.19E-01,0.924453039
CHUK,1.19E-01,0.924453039
DHX33,1.19E-01,0.924453039
DMXL2,1.19E-01,0.924453039
DNAJC25-GNG10,1.19E-01,0.924453039
EFCAB6,1.19E-01,0.924453039
FGF23,1.19E-01,0.924453039
FKBP4,1.19E-01,0.924453039
FXYD7,1.19E-01,0.924453039
GRB14,1.19E-01,0.924453039
HBA2,1.19E-01,0.924453039
IL3,1.19E-01,0.924453039
LINC00968,1.19E-01,0.924453039
LOC148709,1.19E-01,0.924453039
MAGT1,1.19E-01,0.924453039
MIR663B,1.19E-01,0.924453039
MRPS24,1.19E-01,0.924453039
PCDH11X,1.19E-01,0.924453039
PCLO,1.19E-01,0.924453039
POLR2H,1.19E-01,0.924453039
PTTG3P,1.19E-01,0.924453039
RUNX1T1,1.19E-01,0.924453039
SCGB1B2P,1.19E-01,0.924453039
SDS,1.19E-01,0.924453039
TCF21,1.19E-01,0.924453039
TP53I11,1.19E-01,0.924453039
TROVE2,1.19E-01,0.924453039
ZPBP2,1.19E-01,0.924453039
ANAPC11,1.20E-01,0.920818754
ARL10,1.20E-01,0.920818754
B3GALT2,1.20E-01,0.920818754
BABAM1,1.20E-01,0.920818754
BACE2-IT1///PLAC4,1.20E-01,0.920818754
C2orf81,1.20E-01,0.920818754
CCDC130,1.20E-01,0.920818754
CHD5,1.20E-01,0.920818754
COMMD9,1.20E-01,0.920818754
CSF3,1.20E-01,0.920818754
DEAF1,1.20E-01,0.920818754
DUSP5P1,1.20E-01,0.920818754
FLNB,1.20E-01,0.920818754
HR,1.20E-01,0.920818754
IL6R,1.20E-01,0.920818754
KCNE2,1.20E-01,0.920818754
LOC100288798,1.20E-01,0.920818754
LOC401463,1.20E-01,0.920818754
MMEL1,1.20E-01,0.920818754
MROH8,1.20E-01,0.920818754
NPNT,1.20E-01,0.920818754
OR52N5,1.20E-01,0.920818754
PDILT,1.20E-01,0.920818754
PLD1,1.20E-01,0.920818754
RHCE,1.20E-01,0.920818754
S100A11,1.20E-01,0.920818754
SETD9,1.20E-01,0.920818754
SHC2,1.20E-01,0.920818754
SLC25A26,1.20E-01,0.920818754
SORBS2,1.20E-01,0.920818754
SSH3,1.20E-01,0.920818754
TRABD2B,1.20E-01,0.920818754
UNC93A,1.20E-01,0.920818754
USP39,1.20E-01,0.920818754
VCX,1.20E-01,0.920818754
ZCWPW1,1.20E-01,0.920818754
ZNF658,1.20E-01,0.920818754
AKAP17A,1.21E-01,0.91721463
ALDH3A2,1.21E-01,0.91721463
AP2M1,1.21E-01,0.91721463
ASS1,1.21E-01,0.91721463
CMIP,1.21E-01,0.91721463
FAM99B,1.21E-01,0.91721463
FGFR1OP,1.21E-01,0.91721463
GSTZ1,1.21E-01,0.91721463
LMAN1,1.21E-01,0.91721463
LPAR2,1.21E-01,0.91721463
MAGEA12,1.21E-01,0.91721463
MBP,1.21E-01,0.91721463
PLA2G4D,1.21E-01,0.91721463
PTK6,1.21E-01,0.91721463
RRN3,1.21E-01,0.91721463
SDHAF2,1.21E-01,0.91721463
SEMA5B,1.21E-01,0.91721463
SLC23A2,1.21E-01,0.91721463
TMEM205,1.21E-01,0.91721463
ULK1,1.21E-01,0.91721463
ADIRF,1.22E-01,0.913640169
AFF4,1.22E-01,0.913640169
ANKS6,1.22E-01,0.913640169
BAIAP3,1.22E-01,0.913640169
CAMK2D,1.22E-01,0.913640169
COL4A5,1.22E-01,0.913640169
EHD2,1.22E-01,0.913640169
FRYL,1.22E-01,0.913640169
FXR1,1.22E-01,0.913640169
HLA-DRB6,1.22E-01,0.913640169
HSPE1,1.22E-01,0.913640169
IGFBPL1,1.22E-01,0.913640169
KCNRG,1.22E-01,0.913640169
KCTD17,1.22E-01,0.913640169
KPRP,1.22E-01,0.913640169
LARP6,1.22E-01,0.913640169
MCMDC2,1.22E-01,0.913640169
MPLKIP,1.22E-01,0.913640169
MYCBP,1.22E-01,0.913640169
MYO1F,1.22E-01,0.913640169
NME7,1.22E-01,0.913640169
NUDT7,1.22E-01,0.913640169
PIH1D2,1.22E-01,0.913640169
PPP2R5B,1.22E-01,0.913640169
PPP6R1,1.22E-01,0.913640169
PSPH,1.22E-01,0.913640169
RALGPS1,1.22E-01,0.913640169
SIRPG,1.22E-01,0.913640169
SMIM19,1.22E-01,0.913640169
SNX17,1.22E-01,0.913640169
SRPRB,1.22E-01,0.913640169
TECR,1.22E-01,0.913640169
TMEM204,1.22E-01,0.913640169
TPTE2,1.22E-01,0.913640169
TRMT2A,1.22E-01,0.913640169
VPS13B,1.22E-01,0.913640169
WWC1,1.22E-01,0.913640169
ZBTB38,1.22E-01,0.913640169
ADAR,1.23E-01,0.910094889
DEFB4A,1.23E-01,0.910094889
FGF2,1.23E-01,0.910094889
IL12A,1.23E-01,0.910094889
IP6K1,1.23E-01,0.910094889
LMNA,1.23E-01,0.910094889
MAPK1IP1L,1.23E-01,0.910094889
MAX,1.23E-01,0.910094889
MIR586,1.23E-01,0.910094889
MSH5,1.23E-01,0.910094889
NUTM2A,1.23E-01,0.910094889
PRG3,1.23E-01,0.910094889
RBFOX2,1.23E-01,0.910094889
RDH11,1.23E-01,0.910094889
RUNX1T1,1.23E-01,0.910094889
SAP30L,1.23E-01,0.910094889
STAM2,1.23E-01,0.910094889
ZNF823,1.23E-01,0.910094889
AKAP9,1.24E-01,0.906578315
ATP5I,1.24E-01,0.906578315
BEST3,1.24E-01,0.906578315
BPIFC,1.24E-01,0.906578315
CCR8,1.24E-01,0.906578315
CCT5,1.24E-01,0.906578315
CENPT,1.24E-01,0.906578315
CIAO1,1.24E-01,0.906578315
DDB1,1.24E-01,0.906578315
ECSCR,1.24E-01,0.906578315
EN2,1.24E-01,0.906578315
EXOG,1.24E-01,0.906578315
GIGYF1,1.24E-01,0.906578315
GNAT1,1.24E-01,0.906578315
GTF2B,1.24E-01,0.906578315
LCP1,1.24E-01,0.906578315
LINC01018,1.24E-01,0.906578315
NOSTRIN,1.24E-01,0.906578315
NRXN3,1.24E-01,0.906578315
NXF5,1.24E-01,0.906578315
PIP,1.24E-01,0.906578315
QSER1,1.24E-01,0.906578315
RAMP1,1.24E-01,0.906578315
SCGB3A2,1.24E-01,0.906578315
SFN,1.24E-01,0.906578315
SLC35E1,1.24E-01,0.906578315
SLC38A1,1.24E-01,0.906578315
TDP2,1.24E-01,0.906578315
UBE2E3,1.24E-01,0.906578315
ZNF474,1.24E-01,0.906578315
AIF1L,1.25E-01,0.903089987
AKAP12,1.25E-01,0.903089987
ATXN1,1.25E-01,0.903089987
C6orf47,1.25E-01,0.903089987
CCR2,1.25E-01,0.903089987
CDO1,1.25E-01,0.903089987
